node_1,node_2,topic_name,edge,count
difficult real-time constraints imposed by moving vehicle applications,vision-based road detection system,"The Design and Experimental Analysis of Algorithms for Temporal   Reasoning,The Design and Experimental Analysis of Algorithms for Temporal   Reasoning",contextual proximity,2
direct application of multiclass algorithms,distributed output representation,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",contextual proximity,2
direct application of multiclass algorithms,k classes,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",contextual proximity,2
direct application of multiclass algorithms,multiclass learning problems,"Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning,Adaptive Load Balancing: A Study in Multi-Agent Learning",contextual proximity,4
directed acyclic graphs,canonical form,"Logarithmic-Time Updates and Queries in Probabilistic Networks,Logarithmic-Time Updates and Queries in Probabilistic Networks",contextual proximity,2
directed graphs representing a Markov chain,graphical framework,"Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach,Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach",contextual proximity,2
directed graphs representing a Markov chain,graphical models,"Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach,Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach,Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach,Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach",contextual proximity,4
directed graphs representing a Markov chain,graphical specification,"Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach,Rerepresenting and Restructuring Domain Theories: A Constructive   Induction Approach",contextual proximity,2
discourse sense,automatically construct classification models,"Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models","makes it easier to comparatively analyze the utility of alternative feature representations of the data,contextual proximity",7
discourse sense,cue phrases may be used,"Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models",contextual proximity,3
discourse sense,explicitly signal discourse structure,"Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models","cue phrases may be used in a discourse sense to explicitly signal discourse structure,contextual proximity",7
discourse sense,manually derived classification models already in the literature,"Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models","when compared to, the learned models often perform with higher accuracy and contain new linguistic insights into the data,contextual proximity",7
discourse sense,semantic rather than structural information,"Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models",contextual proximity,3
discourse sense,sentential sense,"Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models,Characterizations of Decomposable Dependency Models",contextual proximity,6
discovering knowledge in structural data,approximate measure of closeness,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,4
discovering knowledge in structural data,background knowledge,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,4
discovering knowledge in structural data,data,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,2
discovering knowledge in structural data,database,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,2
discovering knowledge in structural data,graph,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,2
discovering knowledge in structural data,graph match,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,2
discovering knowledge in structural data,guides the search towards more appropriate substructures,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,4
discovering knowledge in structural data,hierarchical description,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,4
discovering knowledge in structural data,inexact graph match,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction",contextual proximity,2
discovering knowledge in structural data,original data,"Bias-Driven Revision of Logical Domain Theories,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,2
discovering knowledge in structural data,representing structural concepts,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,4
discovering knowledge in structural data,similar instances of a substructure,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,4
discovering knowledge in structural data,substructure discovery,"Substructure Discovery Using Minimum Description Length and Background   Knowledge,Substructure Discovery Using Minimum Description Length and Background   Knowledge,Substructure Discovery Using Minimum Description Length and Background   Knowledge,Bias-Driven Revision of Logical Domain Theories,Bias-Driven Revision of Logical Domain Theories,Bias-Driven Revision of Logical Domain Theories,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,Exploring the Decision Forest: An Empirical Investigation of Occam's   Razor in Decision Tree Induction,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic,A Semantics and Complete Algorithm for Subsumption in the CLASSIC   Description Logic",contextual proximity,12
