node_1,node_2,topic_name,count,edge
Visual thinking,Implemented problem solver,"MUSE CSP: An Extension to the Constraint Satisfaction Problem,MUSE CSP: An Extension to the Constraint Satisfaction Problem,MUSE CSP: An Extension to the Constraint Satisfaction Problem",3,contextual proximity
Visual thinking,Spatial aggregation,"MUSE CSP: An Extension to the Constraint Satisfaction Problem,MUSE CSP: An Extension to the Constraint Satisfaction Problem,MUSE CSP: An Extension to the Constraint Satisfaction Problem,MUSE CSP: An Extension to the Constraint Satisfaction Problem,MUSE CSP: An Extension to the Constraint Satisfaction Problem,MUSE CSP: An Extension to the Constraint Satisfaction Problem,MUSE CSP: An Extension to the Constraint Satisfaction Problem,MUSE CSP: An Extension to the Constraint Satisfaction Problem",8,contextual proximity
Wrap-Up,IE discourse component,"Cost-Sensitive Classification: Empirical Evaluation of a Hybrid Genetic   Decision Tree Induction Algorithm,Cost-Sensitive Classification: Empirical Evaluation of a Hybrid Genetic   Decision Tree Induction Algorithm",2,contextual proximity
ZLIFO Strategy,Effective in reducing search-space size,"Storing and Indexing Plan Derivations through Explanation-based Analysis   of Retrieval Failures,A Model Approximation Scheme for Planning in Partially Observable   Stochastic Domains",2,contextual proximity
ZLIFO Strategy,LCFR,"Storing and Indexing Plan Derivations through Explanation-based Analysis   of Retrieval Failures,A Model Approximation Scheme for Planning in Partially Observable   Stochastic Domains",2,contextual proximity
ZLIFO Strategy,Least-Cost Flaw Repair (LCFR),"Storing and Indexing Plan Derivations through Explanation-based Analysis   of Retrieval Failures,A Model Approximation Scheme for Planning in Partially Observable   Stochastic Domains",2,contextual proximity
accuracy of individual trees,consistent decision trees,"Random Worlds and Maximum Entropy,Random Worlds and Maximum Entropy",2,contextual proximity
accuracy of individual trees,smaller consistent decision trees,"Random Worlds and Maximum Entropy,Random Worlds and Maximum Entropy",2,contextual proximity
accuracy of individual trees,test data,"Random Worlds and Maximum Entropy,Random Worlds and Maximum Entropy",2,contextual proximity
accuracy of individual trees,training data,"Random Worlds and Maximum Entropy,Random Worlds and Maximum Entropy",2,contextual proximity
acquires knowledge for some of the higher level IE processing,IE discourse component,"Cost-Sensitive Classification: Empirical Evaluation of a Hybrid Genetic   Decision Tree Induction Algorithm,Cost-Sensitive Classification: Empirical Evaluation of a Hybrid Genetic   Decision Tree Induction Algorithm",2,contextual proximity
adaptive load balancing,basic adaptive behavior parameters,"Building and Refining Abstract Planning Cases by Change of   Representation Language,Building and Refining Abstract Planning Cases by Change of   Representation Language",2,contextual proximity
adaptive load balancing,central coordination,"Building and Refining Abstract Planning Cases by Change of   Representation Language,Building and Refining Abstract Planning Cases by Change of   Representation Language",2,contextual proximity
adaptive load balancing,communication,"Building and Refining Abstract Planning Cases by Change of   Representation Language,Building and Refining Abstract Planning Cases by Change of   Representation Language",2,contextual proximity
adaptive load balancing,distributed system,"Building and Refining Abstract Planning Cases by Change of   Representation Language,Building and Refining Abstract Planning Cases by Change of   Representation Language",2,contextual proximity
adaptive load balancing,exploration vs. exploitation,"Building and Refining Abstract Planning Cases by Change of   Representation Language,Building and Refining Abstract Planning Cases by Change of   Representation Language",2,contextual proximity
adaptive load balancing,heterogeneous populations,"Building and Refining Abstract Planning Cases by Change of   Representation Language,Building and Refining Abstract Planning Cases by Change of   Representation Language,Building and Refining Abstract Planning Cases by Change of   Representation Language,Building and Refining Abstract Planning Cases by Change of   Representation Language",4,contextual proximity
adaptive load balancing,individual agents,"Building and Refining Abstract Planning Cases by Change of   Representation Language,Building and Refining Abstract Planning Cases by Change of   Representation Language",2,contextual proximity
adaptive load balancing,load balancing,"Building and Refining Abstract Planning Cases by Change of   Representation Language,Building and Refining Abstract Planning Cases by Change of   Representation Language",2,contextual proximity
adaptive load balancing,multi-agent reinforcement learning,"Building and Refining Abstract Planning Cases by Change of   Representation Language,Building and Refining Abstract Planning Cases by Change of   Representation Language",2,contextual proximity
adaptive load balancing,naive use of communication,"Building and Refining Abstract Planning Cases by Change of   Representation Language,Building and Refining Abstract Planning Cases by Change of   Representation Language",2,contextual proximity
adaptive load balancing,purely local information,"Building and Refining Abstract Planning Cases by Change of   Representation Language,Building and Refining Abstract Planning Cases by Change of   Representation Language",2,contextual proximity
adaptive load balancing,stochastic nature,"Building and Refining Abstract Planning Cases by Change of   Representation Language,Building and Refining Abstract Planning Cases by Change of   Representation Language",2,contextual proximity
adaptive load balancing,system efficiency,"Building and Refining Abstract Planning Cases by Change of   Representation Language,Building and Refining Abstract Planning Cases by Change of   Representation Language",2,contextual proximity
adaptive menus,electronic organizer,"Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies,Connectionist Theory Refinement: Genetically Searching the Space of   Network Topologies",5,contextual proximity
admissible search,OPUS,"Rule-based Machine Learning Methods for Functional Prediction,Rule-based Machine Learning Methods for Functional Prediction,Rule-based Machine Learning Methods for Functional Prediction,Rule-based Machine Learning Methods for Functional Prediction,Rule-based Machine Learning Methods for Functional Prediction",5,contextual proximity
agent,Instructo-Soar,"Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions",3,contextual proximity
agent,performance system,"Software Agents: Completing Patterns and Constructing User Interfaces,Software Agents: Completing Patterns and Constructing User Interfaces",2,contextual proximity
agent,situated explanation,"Statistical Feature Combination for the Evaluation of Game Positions,Statistical Feature Combination for the Evaluation of Game Positions",2,contextual proximity
agent,user interface,"Software Agents: Completing Patterns and Constructing User Interfaces,Software Agents: Completing Patterns and Constructing User Interfaces,Software Agents: Completing Patterns and Constructing User Interfaces",3,contextual proximity
agent/environment interactions,Toast system,"Defining Relative Likelihood in Partially-Ordered Preferential   Structures,Defining Relative Likelihood in Partially-Ordered Preferential   Structures,Defining Relative Likelihood in Partially-Ordered Preferential   Structures,Defining Relative Likelihood in Partially-Ordered Preferential   Structures",4,contextual proximity
agent/environment interactions,computational simplification of activity,"Defining Relative Likelihood in Partially-Ordered Preferential   Structures,Defining Relative Likelihood in Partially-Ordered Preferential   Structures",2,contextual proximity
agent/environment interactions,control structures,"Defining Relative Likelihood in Partially-Ordered Preferential   Structures,Defining Relative Likelihood in Partially-Ordered Preferential   Structures",2,contextual proximity
agent/environment interactions,conventions and invariants,"Defining Relative Likelihood in Partially-Ordered Preferential   Structures,Defining Relative Likelihood in Partially-Ordered Preferential   Structures,Defining Relative Likelihood in Partially-Ordered Preferential   Structures,Defining Relative Likelihood in Partially-Ordered Preferential   Structures",4,contextual proximity
agent/environment interactions,lifeworld,"Defining Relative Likelihood in Partially-Ordered Preferential   Structures,Defining Relative Likelihood in Partially-Ordered Preferential   Structures,Defining Relative Likelihood in Partially-Ordered Preferential   Structures,Defining Relative Likelihood in Partially-Ordered Preferential   Structures,Defining Relative Likelihood in Partially-Ordered Preferential   Structures,Defining Relative Likelihood in Partially-Ordered Preferential   Structures",6,contextual proximity
agent/environment interactions,lifeworlds,"Defining Relative Likelihood in Partially-Ordered Preferential   Structures,Defining Relative Likelihood in Partially-Ordered Preferential   Structures",2,contextual proximity
algorithm,structure,"Synthesizing Customized Planners from Specifications,Synthesizing Customized Planners from Specifications",2,contextual proximity
algorithm that is incomplete with respect to,description graphs,"Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text",2,contextual proximity
algorithm that is incomplete with respect to,"standard, model-theoretic semantics for description logics","Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text,Pattern Matching and Discourse Processing in Information Extraction from   Japanese Text",2,contextual proximity
algorithms for determining whether the temporal information is consistent,Allen's interval-based framework for representing temporal information,"Active Learning with Statistical Models,Active Learning with Statistical Models",2,contextual proximity
algorithms for determining whether the temporal information is consistent,applications,"Active Learning with Statistical Models,Active Learning with Statistical Models",2,contextual proximity
algorithms for determining whether the temporal information is consistent,backtracking algorithm,"Active Learning with Statistical Models,Active Learning with Statistical Models,Active Learning with Statistical Models,Active Learning with Statistical Models",4,contextual proximity
